engine_id,cycle,timestamp,log_text,fault_type,severity
18,145,2024-03-22 01:00:00,Cooling system check: OK.,No Fault,0
18,149,2024-03-22 05:00:00,"routine check completed, no issues found.",No Fault,0
18,150,2024-03-22 06:00:00,Cooling system check: OK.,No Fault,0
18,151,2024-03-22 07:00:00,"operator log: shift ended, machine running smoothly.",No Fault,0
18,153,2024-03-22 09:00:00,cooling system check: ok.,No Fault,0
18,155,2024-03-22 11:00:00,"Sensors calibrated, readings normal.",No Fault,0
18,161,2024-03-22 17:00:00,"Routine check completed, no issues found.",No Fault,0
18,164,2024-03-22 20:00:00,Cooling system check: OK.,No Fault,0
18,166,2024-03-22 22:00:00,Temperature sensor T2 reading critical high.,Overheating,3
18,170,2024-03-23 02:00:00,Audible noise reported from bearing housing.,Bearing Issue,2
18,173,2024-03-23 05:00:00,Scheduled maintenance: oil level checked.,No Fault,0
18,183,2024-03-23 15:00:00,"operator log: shift ended, machine running smoothly.",No Fault,0
18,186,2024-03-23 18:00:00,vibration analysis indicates inner race fault.,Bearing Issue,2
18,188,2024-03-23 20:00:00,cooling system check: ok.,No Fault,0
18,192,2024-03-24 00:00:00,compressor stall detected.,Fan/Compressor Issue,2
18,197,2024-03-24 05:00:00,system operating within normal parameters.,No Fault,0
18,200,2024-03-24 08:00:00,"Routine check completed, no issues found.",No Fault,0
18,205,2024-03-24 13:00:00,Visual inspection passed.,No Fault,0
18,212,2024-03-24 20:00:00,"Thermal runaway risk, shutdown initiated for cooling.",Overheating,3
18,213,2024-03-24 21:00:00,"Sensors calibrated, readings normal.",No Fault,0
18,215,2024-03-24 23:00:00,Overheating warning in high pressure turbine.,Overheating,3
18,223,2024-03-25 07:00:00,Airflow obstruction in intake.,Fan/Compressor Issue,2
18,225,2024-03-25 09:00:00,Vibration analysis indicates inner race fault.,Bearing Issue,2
18,230,2024-03-25 14:00:00,"Lubrication low, potential bearing wear.",Bearing Issue,2
18,233,2024-03-25 17:00:00,fan blade vibration high.,Fan/Compressor Issue,2
18,235,2024-03-25 19:00:00,Bearing temperature exceeding threshold.,Bearing Issue,2
18,237,2024-03-25 21:00:00,High vibration detected in main bearing.,Bearing Issue,2
18,241,2024-03-26 01:00:00,surge detected in low pressure compressor.,Fan/Compressor Issue,2
18,245,2024-03-26 05:00:00,overheating warning in high pressure turbine.,Overheating,3
18,250,2024-03-26 10:00:00,Scheduled maintenance: oil level checked.,No Fault,0
18,257,2024-03-26 17:00:00,Exhaust gas temperature warning.,Overheating,3
18,260,2024-03-26 20:00:00,"Operator log: shift ended, machine running smoothly.",No Fault,0
19,3,2024-03-20 07:00:00,system operating within normal parameters.,No Fault,0
19,4,2024-03-20 08:00:00,system operating within normal parameters.,No Fault,0
19,6,2024-03-20 10:00:00,"Sensors calibrated, readings normal.",No Fault,0
19,12,2024-03-20 16:00:00,Exhaust gas temperature warning.,Overheating,3
19,18,2024-03-20 22:00:00,cooling system check: ok.,No Fault,0
19,22,2024-03-21 02:00:00,Cooling system check: OK.,No Fault,0
19,26,2024-03-21 06:00:00,Scheduled maintenance: oil level checked.,No Fault,0
19,31,2024-03-21 11:00:00,"Sensors calibrated, readings normal.",No Fault,0
19,35,2024-03-21 15:00:00,visual inspection passed.,No Fault,0
19,36,2024-03-21 16:00:00,"sensors calibrated, readings normal.",No Fault,0
19,37,2024-03-21 17:00:00,Visual inspection passed.,No Fault,0
19,44,2024-03-22 00:00:00,"operator log: shift ended, machine running smoothly.",No Fault,0
19,45,2024-03-22 01:00:00,"sensors calibrated, readings normal.",No Fault,0
19,50,2024-03-22 06:00:00,"sensors calibrated, readings normal.",No Fault,0
19,56,2024-03-22 12:00:00,System operating within normal parameters.,No Fault,0
19,60,2024-03-22 16:00:00,"Operator log: shift ended, machine running smoothly.",No Fault,0
19,67,2024-03-22 23:00:00,"Operator log: shift ended, machine running smoothly.",No Fault,0
19,68,2024-03-23 00:00:00,"operator log: shift ended, machine running smoothly.",No Fault,0
19,70,2024-03-23 02:00:00,System operating within normal parameters.,No Fault,0
19,71,2024-03-23 03:00:00,system operating within normal parameters.,No Fault,0
19,75,2024-03-23 07:00:00,visual inspection passed.,No Fault,0
19,80,2024-03-23 12:00:00,"Routine check completed, no issues found.",No Fault,0
19,82,2024-03-23 14:00:00,System operating within normal parameters.,No Fault,0
19,86,2024-03-23 18:00:00,scheduled maintenance: oil level checked.,No Fault,0
19,91,2024-03-23 23:00:00,system operating within normal parameters.,No Fault,0
19,96,2024-03-24 04:00:00,Scheduled maintenance: oil level checked.,No Fault,0
19,97,2024-03-24 05:00:00,System operating within normal parameters.,No Fault,0
19,100,2024-03-24 08:00:00,System operating within normal parameters.,No Fault,0
19,101,2024-03-24 09:00:00,System operating within normal parameters.,No Fault,0
19,105,2024-03-24 13:00:00,Visual inspection passed.,No Fault,0
19,106,2024-03-24 14:00:00,"Sensors calibrated, readings normal.",No Fault,0
19,109,2024-03-24 17:00:00,Cooling system check: OK.,No Fault,0
19,116,2024-03-25 00:00:00,Surge detected in low pressure compressor.,Fan/Compressor Issue,2
19,120,2024-03-25 04:00:00,Cooling system check: OK.,No Fault,0
19,121,2024-03-25 05:00:00,"routine check completed, no issues found.",No Fault,0
19,124,2024-03-25 08:00:00,"Operator log: shift ended, machine running smoothly.",No Fault,0
19,127,2024-03-25 11:00:00,visual inspection passed.,No Fault,0
19,135,2024-03-25 19:00:00,"Routine check completed, no issues found.",No Fault,0
19,138,2024-03-25 22:00:00,System operating within normal parameters.,No Fault,0
19,142,2024-03-26 02:00:00,"routine check completed, no issues found.",No Fault,0
19,144,2024-03-26 04:00:00,Exhaust gas temperature warning.,Overheating,3
19,145,2024-03-26 05:00:00,"operator log: shift ended, machine running smoothly.",No Fault,0
19,147,2024-03-26 07:00:00,Exhaust gas temperature warning.,Overheating,3
19,150,2024-03-26 10:00:00,Visual inspection passed.,No Fault,0
19,153,2024-03-26 13:00:00,"Sensors calibrated, readings normal.",No Fault,0
19,158,2024-03-26 18:00:00,Cooling system check: OK.,No Fault,0
19,160,2024-03-26 20:00:00,"Operator log: shift ended, machine running smoothly.",No Fault,0
19,161,2024-03-26 21:00:00,Airflow obstruction in intake.,Fan/Compressor Issue,2
19,166,2024-03-27 02:00:00,"Operator log: shift ended, machine running smoothly.",No Fault,0
19,167,2024-03-27 03:00:00,"Operator log: shift ended, machine running smoothly.",No Fault,0
19,183,2024-03-27 19:00:00,"Abnormal sound from shaft, suspect bearing damage.",Bearing Issue,2
19,184,2024-03-27 20:00:00,Overheating warning in high pressure turbine.,Overheating,3
19,190,2024-03-28 02:00:00,"Coolant pressure drop, potential leak.",Overheating,3
19,193,2024-03-28 05:00:00,Fan balance check failed.,Fan/Compressor Issue,2
19,196,2024-03-28 08:00:00,Compressor efficiency dropped below 85%.,Fan/Compressor Issue,2
19,209,2024-03-28 21:00:00,visual inspection passed.,No Fault,0
19,212,2024-03-29 00:00:00,Audible noise reported from bearing housing.,Bearing Issue,2
20,4,2024-03-24 12:00:00,"sensors calibrated, readings normal.",No Fault,0
20,5,2024-03-24 13:00:00,System operating within normal parameters.,No Fault,0
20,6,2024-03-24 14:00:00,Cooling system check: OK.,No Fault,0
20,10,2024-03-24 18:00:00,high vibration detected in main bearing.,Bearing Issue,2
20,11,2024-03-24 19:00:00,"Operator log: shift ended, machine running smoothly.",No Fault,0
20,15,2024-03-24 23:00:00,"Routine check completed, no issues found.",No Fault,0
20,16,2024-03-25 00:00:00,Cooling system check: OK.,No Fault,0
20,17,2024-03-25 01:00:00,system operating within normal parameters.,No Fault,0
20,18,2024-03-25 02:00:00,Cooling system check: OK.,No Fault,0
20,20,2024-03-25 04:00:00,Surge detected in low pressure compressor.,Fan/Compressor Issue,2
20,30,2024-03-25 14:00:00,"Routine check completed, no issues found.",No Fault,0
20,31,2024-03-25 15:00:00,cooling system check: ok.,No Fault,0
20,32,2024-03-25 16:00:00,"Sensors calibrated, readings normal.",No Fault,0
20,42,2024-03-26 02:00:00,Scheduled maintenance: oil level checked.,No Fault,0
20,43,2024-03-26 03:00:00,Audible noise reported from bearing housing.,Bearing Issue,2
20,45,2024-03-26 05:00:00,system operating within normal parameters.,No Fault,0
20,46,2024-03-26 06:00:00,scheduled maintenance: oil level checked.,No Fault,0
20,56,2024-03-26 16:00:00,"Routine check completed, no issues found.",No Fault,0
20,62,2024-03-26 22:00:00,"Thermal runaway risk, shutdown initiated for cooling.",Overheating,3
20,65,2024-03-27 01:00:00,"Routine check completed, no issues found.",No Fault,0
20,67,2024-03-27 03:00:00,"routine check completed, no issues found.",No Fault,0
20,74,2024-03-27 10:00:00,Cooling system check: OK.,No Fault,0
20,75,2024-03-27 11:00:00,"Operator log: shift ended, machine running smoothly.",No Fault,0
20,76,2024-03-27 12:00:00,"Routine check completed, no issues found.",No Fault,0
20,80,2024-03-27 16:00:00,"Sensors calibrated, readings normal.",No Fault,0
20,87,2024-03-27 23:00:00,"Operator log: shift ended, machine running smoothly.",No Fault,0
20,91,2024-03-28 03:00:00,Cooling system check: OK.,No Fault,0
20,95,2024-03-28 07:00:00,"Sensors calibrated, readings normal.",No Fault,0
20,98,2024-03-28 10:00:00,"Routine check completed, no issues found.",No Fault,0
20,100,2024-03-28 12:00:00,Cooling system check: OK.,No Fault,0
20,102,2024-03-28 14:00:00,Visual inspection passed.,No Fault,0
20,106,2024-03-28 18:00:00,Cooling system check: OK.,No Fault,0
20,107,2024-03-28 19:00:00,system operating within normal parameters.,No Fault,0
20,109,2024-03-28 21:00:00,Audible noise reported from bearing housing.,Bearing Issue,2
20,110,2024-03-28 22:00:00,System operating within normal parameters.,No Fault,0
20,113,2024-03-29 01:00:00,"coolant pressure drop, potential leak.",Overheating,3
20,116,2024-03-29 04:00:00,"operator log: shift ended, machine running smoothly.",No Fault,0
20,118,2024-03-29 06:00:00,Visual inspection passed.,No Fault,0
20,120,2024-03-29 08:00:00,"routine check completed, no issues found.",No Fault,0
20,123,2024-03-29 11:00:00,"Operator log: shift ended, machine running smoothly.",No Fault,0
20,124,2024-03-29 12:00:00,bearing temperature exceeding threshold.,Bearing Issue,2
20,130,2024-03-29 18:00:00,"Routine check completed, no issues found.",No Fault,0
20,131,2024-03-29 19:00:00,"Routine check completed, no issues found.",No Fault,0
20,132,2024-03-29 20:00:00,"abnormal sound from shaft, suspect bearing damage.",Bearing Issue,2
20,136,2024-03-30 00:00:00,airflow obstruction in intake.,Fan/Compressor Issue,2
20,145,2024-03-30 09:00:00,Compressor efficiency dropped below 85%.,Fan/Compressor Issue,2
20,147,2024-03-30 11:00:00,Exhaust gas temperature warning.,Overheating,3
20,152,2024-03-30 16:00:00,Temperature sensor T2 reading critical high.,Overheating,3
20,153,2024-03-30 17:00:00,Cooling system check: OK.,No Fault,0
20,155,2024-03-30 19:00:00,visual inspection passed.,No Fault,0
20,156,2024-03-30 20:00:00,Cooling system check: OK.,No Fault,0
20,157,2024-03-30 21:00:00,surge detected in low pressure compressor.,Fan/Compressor Issue,2
21,7,2024-03-28 19:00:00,"routine check completed, no issues found.",No Fault,0
21,13,2024-03-29 01:00:00,"Coolant pressure drop, potential leak.",Overheating,3
21,14,2024-03-29 02:00:00,"routine check completed, no issues found.",No Fault,0
21,28,2024-03-29 16:00:00,System operating within normal parameters.,No Fault,0
21,29,2024-03-29 17:00:00,"Sensors calibrated, readings normal.",No Fault,0
21,32,2024-03-29 20:00:00,"Operator log: shift ended, machine running smoothly.",No Fault,0
21,34,2024-03-29 22:00:00,Visual inspection passed.,No Fault,0
21,43,2024-03-30 07:00:00,"operator log: shift ended, machine running smoothly.",No Fault,0
21,47,2024-03-30 11:00:00,"sensors calibrated, readings normal.",No Fault,0
21,51,2024-03-30 15:00:00,Scheduled maintenance: oil level checked.,No Fault,0
21,52,2024-03-30 16:00:00,Cooling system check: OK.,No Fault,0
21,56,2024-03-30 20:00:00,Vibration analysis indicates inner race fault.,Bearing Issue,2
21,69,2024-03-31 09:00:00,cooling system check: ok.,No Fault,0
21,76,2024-03-31 16:00:00,Bearing temperature exceeding threshold.,Bearing Issue,2
21,77,2024-03-31 17:00:00,System operating within normal parameters.,No Fault,0
21,80,2024-03-31 20:00:00,"Sensors calibrated, readings normal.",No Fault,0
21,88,2024-04-01 04:00:00,"Routine check completed, no issues found.",No Fault,0
21,93,2024-04-01 09:00:00,Bearing temperature exceeding threshold.,Bearing Issue,2
21,94,2024-04-01 10:00:00,System operating within normal parameters.,No Fault,0
21,96,2024-04-01 12:00:00,scheduled maintenance: oil level checked.,No Fault,0
21,97,2024-04-01 13:00:00,system operating within normal parameters.,No Fault,0
21,100,2024-04-01 16:00:00,"operator log: shift ended, machine running smoothly.",No Fault,0
21,109,2024-04-02 01:00:00,"Operator log: shift ended, machine running smoothly.",No Fault,0
21,121,2024-04-02 13:00:00,"Sensors calibrated, readings normal.",No Fault,0
21,126,2024-04-02 18:00:00,"operator log: shift ended, machine running smoothly.",No Fault,0
21,128,2024-04-02 20:00:00,scheduled maintenance: oil level checked.,No Fault,0
21,156,2024-04-04 00:00:00,scheduled maintenance: oil level checked.,No Fault,0
21,160,2024-04-04 04:00:00,"Operator log: shift ended, machine running smoothly.",No Fault,0
21,168,2024-04-04 12:00:00,Scheduled maintenance: oil level checked.,No Fault,0
21,175,2024-04-04 19:00:00,"sensors calibrated, readings normal.",No Fault,0
21,178,2024-04-04 22:00:00,Visual inspection passed.,No Fault,0
21,185,2024-04-05 05:00:00,"operator log: shift ended, machine running smoothly.",No Fault,0
21,206,2024-04-06 02:00:00,"Thermal runaway risk, shutdown initiated for cooling.",Overheating,3
21,210,2024-04-06 06:00:00,fan blade vibration high.,Fan/Compressor Issue,2
21,212,2024-04-06 08:00:00,"Abnormal sound from shaft, suspect bearing damage.",Bearing Issue,2
21,217,2024-04-06 13:00:00,"abnormal sound from shaft, suspect bearing damage.",Bearing Issue,2
22,3,2024-04-01 19:00:00,"Routine check completed, no issues found.",No Fault,0
22,5,2024-04-01 21:00:00,high vibration detected in main bearing.,Bearing Issue,2
22,9,2024-04-02 01:00:00,"Sensors calibrated, readings normal.",No Fault,0
22,12,2024-04-02 04:00:00,Cooling system check: OK.,No Fault,0
22,13,2024-04-02 05:00:00,Audible noise reported from bearing housing.,Bearing Issue,2
22,14,2024-04-02 06:00:00,Visual inspection passed.,No Fault,0
22,15,2024-04-02 07:00:00,Scheduled maintenance: oil level checked.,No Fault,0
22,16,2024-04-02 08:00:00,Cooling system check: OK.,No Fault,0
22,19,2024-04-02 11:00:00,"routine check completed, no issues found.",No Fault,0
22,22,2024-04-02 14:00:00,"Operator log: shift ended, machine running smoothly.",No Fault,0
22,27,2024-04-02 19:00:00,"Operator log: shift ended, machine running smoothly.",No Fault,0
22,31,2024-04-02 23:00:00,Visual inspection passed.,No Fault,0
22,35,2024-04-03 03:00:00,"Operator log: shift ended, machine running smoothly.",No Fault,0
22,36,2024-04-03 04:00:00,"Routine check completed, no issues found.",No Fault,0
22,41,2024-04-03 09:00:00,"routine check completed, no issues found.",No Fault,0
22,42,2024-04-03 10:00:00,"Abnormal sound from shaft, suspect bearing damage.",Bearing Issue,2
22,52,2024-04-03 20:00:00,system operating within normal parameters.,No Fault,0
22,53,2024-04-03 21:00:00,system operating within normal parameters.,No Fault,0
22,60,2024-04-04 04:00:00,"Operator log: shift ended, machine running smoothly.",No Fault,0
22,61,2024-04-04 05:00:00,"Routine check completed, no issues found.",No Fault,0
22,66,2024-04-04 10:00:00,"sensors calibrated, readings normal.",No Fault,0
22,67,2024-04-04 11:00:00,"Sensors calibrated, readings normal.",No Fault,0
22,73,2024-04-04 17:00:00,"Operator log: shift ended, machine running smoothly.",No Fault,0
22,78,2024-04-04 22:00:00,Scheduled maintenance: oil level checked.,No Fault,0
22,79,2024-04-04 23:00:00,"Sensors calibrated, readings normal.",No Fault,0
22,86,2024-04-05 06:00:00,System operating within normal parameters.,No Fault,0
22,92,2024-04-05 12:00:00,Scheduled maintenance: oil level checked.,No Fault,0
22,105,2024-04-06 01:00:00,"Operator log: shift ended, machine running smoothly.",No Fault,0
22,111,2024-04-06 07:00:00,System operating within normal parameters.,No Fault,0
22,114,2024-04-06 10:00:00,cooling system check: ok.,No Fault,0
22,119,2024-04-06 15:00:00,Visual inspection passed.,No Fault,0
22,120,2024-04-06 16:00:00,"Routine check completed, no issues found.",No Fault,0
22,128,2024-04-07 00:00:00,"Sensors calibrated, readings normal.",No Fault,0
22,139,2024-04-07 11:00:00,"Operator log: shift ended, machine running smoothly.",No Fault,0
22,140,2024-04-07 12:00:00,Surge detected in low pressure compressor.,Fan/Compressor Issue,2
22,142,2024-04-07 14:00:00,"Routine check completed, no issues found.",No Fault,0
22,143,2024-04-07 15:00:00,System operating within normal parameters.,No Fault,0
22,144,2024-04-07 16:00:00,compressor stall detected.,Fan/Compressor Issue,2
22,145,2024-04-07 17:00:00,Visual inspection passed.,No Fault,0
22,146,2024-04-07 18:00:00,System operating within normal parameters.,No Fault,0
22,150,2024-04-07 22:00:00,"Operator log: shift ended, machine running smoothly.",No Fault,0
22,152,2024-04-08 00:00:00,Scheduled maintenance: oil level checked.,No Fault,0
22,155,2024-04-08 03:00:00,"operator log: shift ended, machine running smoothly.",No Fault,0
22,158,2024-04-08 06:00:00,Scheduled maintenance: oil level checked.,No Fault,0
22,169,2024-04-08 17:00:00,Visual inspection passed.,No Fault,0
22,176,2024-04-09 00:00:00,Surge detected in low pressure compressor.,Fan/Compressor Issue,2
22,185,2024-04-09 09:00:00,audible noise reported from bearing housing.,Bearing Issue,2
22,200,2024-04-10 00:00:00,"routine check completed, no issues found.",No Fault,0
22,205,2024-04-10 05:00:00,Temperature sensor T2 reading critical high.,Overheating,3
22,209,2024-04-10 09:00:00,Scheduled maintenance: oil level checked.,No Fault,0
22,211,2024-04-10 11:00:00,visual inspection passed.,No Fault,0
22,221,2024-04-10 21:00:00,heat exchanger efficiency low.,Overheating,3
23,2,2024-04-05 22:00:00,Cooling system check: OK.,No Fault,0
23,6,2024-04-06 02:00:00,"Routine check completed, no issues found.",No Fault,0
23,8,2024-04-06 04:00:00,"Sensors calibrated, readings normal.",No Fault,0
23,13,2024-04-06 09:00:00,"Sensors calibrated, readings normal.",No Fault,0
23,18,2024-04-06 14:00:00,"routine check completed, no issues found.",No Fault,0
23,27,2024-04-06 23:00:00,System operating within normal parameters.,No Fault,0
23,39,2024-04-07 11:00:00,"Operator log: shift ended, machine running smoothly.",No Fault,0
23,45,2024-04-07 17:00:00,Scheduled maintenance: oil level checked.,No Fault,0
23,49,2024-04-07 21:00:00,System operating within normal parameters.,No Fault,0
23,57,2024-04-08 05:00:00,"sensors calibrated, readings normal.",No Fault,0
23,61,2024-04-08 09:00:00,"Routine check completed, no issues found.",No Fault,0
23,62,2024-04-08 10:00:00,visual inspection passed.,No Fault,0
23,63,2024-04-08 11:00:00,"Operator log: shift ended, machine running smoothly.",No Fault,0
23,69,2024-04-08 17:00:00,Cooling system check: OK.,No Fault,0
23,80,2024-04-09 04:00:00,"Sensors calibrated, readings normal.",No Fault,0
23,83,2024-04-09 07:00:00,"Operator log: shift ended, machine running smoothly.",No Fault,0
23,85,2024-04-09 09:00:00,"Operator log: shift ended, machine running smoothly.",No Fault,0
23,86,2024-04-09 10:00:00,High vibration detected in main bearing.,Bearing Issue,2
23,88,2024-04-09 12:00:00,Visual inspection passed.,No Fault,0
23,89,2024-04-09 13:00:00,"Operator log: shift ended, machine running smoothly.",No Fault,0
23,94,2024-04-09 18:00:00,"Routine check completed, no issues found.",No Fault,0
23,100,2024-04-10 00:00:00,"sensors calibrated, readings normal.",No Fault,0
23,115,2024-04-10 15:00:00,Cooling system check: OK.,No Fault,0
23,118,2024-04-10 18:00:00,"Routine check completed, no issues found.",No Fault,0
23,122,2024-04-10 22:00:00,Cooling system check: OK.,No Fault,0
23,125,2024-04-11 01:00:00,Vibration analysis indicates inner race fault.,Bearing Issue,2
23,128,2024-04-11 04:00:00,visual inspection passed.,No Fault,0
23,130,2024-04-11 06:00:00,System operating within normal parameters.,No Fault,0
23,131,2024-04-11 07:00:00,"Sensors calibrated, readings normal.",No Fault,0
23,132,2024-04-11 08:00:00,"Lubrication low, potential bearing wear.",Bearing Issue,2
23,133,2024-04-11 09:00:00,"routine check completed, no issues found.",No Fault,0
23,150,2024-04-12 02:00:00,high vibration detected in main bearing.,Bearing Issue,2
23,155,2024-04-12 07:00:00,"sensors calibrated, readings normal.",No Fault,0
23,157,2024-04-12 09:00:00,Scheduled maintenance: oil level checked.,No Fault,0
23,159,2024-04-12 11:00:00,Visual inspection passed.,No Fault,0
23,161,2024-04-12 13:00:00,Compressor stall detected.,Fan/Compressor Issue,2
23,163,2024-04-12 15:00:00,Surge detected in low pressure compressor.,Fan/Compressor Issue,2
23,165,2024-04-12 17:00:00,"Coolant pressure drop, potential leak.",Overheating,3
23,166,2024-04-12 18:00:00,vibration analysis indicates inner race fault.,Bearing Issue,2
23,174,2024-04-13 02:00:00,Vibration analysis indicates inner race fault.,Bearing Issue,2
23,182,2024-04-13 10:00:00,Temperature sensor T2 reading critical high.,Overheating,3
23,183,2024-04-13 11:00:00,Exhaust gas temperature warning.,Overheating,3
23,187,2024-04-13 15:00:00,Bearing temperature exceeding threshold.,Bearing Issue,2
23,188,2024-04-13 16:00:00,Temperature sensor T2 reading critical high.,Overheating,3
23,191,2024-04-13 19:00:00,bearing temperature exceeding threshold.,Bearing Issue,2
23,192,2024-04-13 20:00:00,Surge detected in low pressure compressor.,Fan/Compressor Issue,2
24,5,2024-04-10 05:00:00,Cooling system check: OK.,No Fault,0
24,12,2024-04-10 12:00:00,"Operator log: shift ended, machine running smoothly.",No Fault,0
24,14,2024-04-10 14:00:00,bearing temperature exceeding threshold.,Bearing Issue,2
24,27,2024-04-11 03:00:00,"Operator log: shift ended, machine running smoothly.",No Fault,0
24,32,2024-04-11 08:00:00,Overheating warning in high pressure turbine.,Overheating,3
24,39,2024-04-11 15:00:00,Visual inspection passed.,No Fault,0
24,52,2024-04-12 04:00:00,System operating within normal parameters.,No Fault,0
24,59,2024-04-12 11:00:00,Visual inspection passed.,No Fault,0
24,67,2024-04-12 19:00:00,"routine check completed, no issues found.",No Fault,0
24,68,2024-04-12 20:00:00,visual inspection passed.,No Fault,0
24,74,2024-04-13 02:00:00,"Operator log: shift ended, machine running smoothly.",No Fault,0
24,76,2024-04-13 04:00:00,cooling system check: ok.,No Fault,0
24,81,2024-04-13 09:00:00,Scheduled maintenance: oil level checked.,No Fault,0
24,86,2024-04-13 14:00:00,Cooling system check: OK.,No Fault,0
24,88,2024-04-13 16:00:00,"lubrication low, potential bearing wear.",Bearing Issue,2
24,92,2024-04-13 20:00:00,"routine check completed, no issues found.",No Fault,0
24,93,2024-04-13 21:00:00,System operating within normal parameters.,No Fault,0
24,98,2024-04-14 02:00:00,Visual inspection passed.,No Fault,0
24,101,2024-04-14 05:00:00,"Routine check completed, no issues found.",No Fault,0
24,103,2024-04-14 07:00:00,"Operator log: shift ended, machine running smoothly.",No Fault,0
24,104,2024-04-14 08:00:00,"Operator log: shift ended, machine running smoothly.",No Fault,0
24,107,2024-04-14 11:00:00,"Sensors calibrated, readings normal.",No Fault,0
24,112,2024-04-14 16:00:00,"coolant pressure drop, potential leak.",Overheating,3
24,114,2024-04-14 18:00:00,"sensors calibrated, readings normal.",No Fault,0
24,120,2024-04-15 00:00:00,Cooling system check: OK.,No Fault,0
24,122,2024-04-15 02:00:00,"Routine check completed, no issues found.",No Fault,0
24,123,2024-04-15 03:00:00,system operating within normal parameters.,No Fault,0
24,129,2024-04-15 09:00:00,"Routine check completed, no issues found.",No Fault,0
24,130,2024-04-15 10:00:00,Scheduled maintenance: oil level checked.,No Fault,0
24,132,2024-04-15 12:00:00,Cooling system check: OK.,No Fault,0
24,133,2024-04-15 13:00:00,"Sensors calibrated, readings normal.",No Fault,0
24,145,2024-04-16 01:00:00,"Sensors calibrated, readings normal.",No Fault,0
24,151,2024-04-16 07:00:00,system operating within normal parameters.,No Fault,0
24,159,2024-04-16 15:00:00,Scheduled maintenance: oil level checked.,No Fault,0
24,163,2024-04-16 19:00:00,Exhaust gas temperature warning.,Overheating,3
24,165,2024-04-16 21:00:00,"Lubrication low, potential bearing wear.",Bearing Issue,2
24,170,2024-04-17 02:00:00,Surge detected in low pressure compressor.,Fan/Compressor Issue,2
24,174,2024-04-17 06:00:00,"lubrication low, potential bearing wear.",Bearing Issue,2
24,176,2024-04-17 08:00:00,Bearing temperature exceeding threshold.,Bearing Issue,2
24,179,2024-04-17 11:00:00,System operating within normal parameters.,No Fault,0
24,180,2024-04-17 12:00:00,"Operator log: shift ended, machine running smoothly.",No Fault,0
24,181,2024-04-17 13:00:00,System operating within normal parameters.,No Fault,0
24,184,2024-04-17 16:00:00,Fan blade vibration high.,Fan/Compressor Issue,2
24,189,2024-04-17 21:00:00,System operating within normal parameters.,No Fault,0
24,193,2024-04-18 01:00:00,system operating within normal parameters.,No Fault,0
24,198,2024-04-18 06:00:00,"routine check completed, no issues found.",No Fault,0
24,210,2024-04-18 18:00:00,scheduled maintenance: oil level checked.,No Fault,0
24,212,2024-04-18 20:00:00,Airflow obstruction in intake.,Fan/Compressor Issue,2
24,215,2024-04-18 23:00:00,Overheating warning in high pressure turbine.,Overheating,3
24,221,2024-04-19 05:00:00,Visual inspection passed.,No Fault,0
24,225,2024-04-19 09:00:00,fan blade vibration high.,Fan/Compressor Issue,2
24,228,2024-04-19 12:00:00,Surge detected in low pressure compressor.,Fan/Compressor Issue,2
24,230,2024-04-19 14:00:00,Exhaust gas temperature warning.,Overheating,3
24,231,2024-04-19 15:00:00,high vibration detected in main bearing.,Bearing Issue,2
24,232,2024-04-19 16:00:00,"thermal runaway risk, shutdown initiated for cooling.",Overheating,3
24,234,2024-04-19 18:00:00,vibration analysis indicates inner race fault.,Bearing Issue,2
24,241,2024-04-20 01:00:00,"sensors calibrated, readings normal.",No Fault,0
24,255,2024-04-20 15:00:00,scheduled maintenance: oil level checked.,No Fault,0
24,258,2024-04-20 18:00:00,Airflow obstruction in intake.,Fan/Compressor Issue,2
24,260,2024-04-20 20:00:00,system operating within normal parameters.,No Fault,0
25,2,2024-04-14 06:00:00,System operating within normal parameters.,No Fault,0
25,8,2024-04-14 12:00:00,cooling system check: ok.,No Fault,0
25,11,2024-04-14 15:00:00,Visual inspection passed.,No Fault,0
25,12,2024-04-14 16:00:00,System operating within normal parameters.,No Fault,0
25,15,2024-04-14 19:00:00,"Routine check completed, no issues found.",No Fault,0
25,19,2024-04-14 23:00:00,"Sensors calibrated, readings normal.",No Fault,0
25,31,2024-04-15 11:00:00,Cooling system check: OK.,No Fault,0
25,34,2024-04-15 14:00:00,temperature sensor t2 reading critical high.,Overheating,3
25,39,2024-04-15 19:00:00,"Sensors calibrated, readings normal.",No Fault,0
25,48,2024-04-16 04:00:00,Cooling system check: OK.,No Fault,0
25,50,2024-04-16 06:00:00,Cooling system check: OK.,No Fault,0
25,51,2024-04-16 07:00:00,"Operator log: shift ended, machine running smoothly.",No Fault,0
25,53,2024-04-16 09:00:00,"Operator log: shift ended, machine running smoothly.",No Fault,0
25,55,2024-04-16 11:00:00,"Sensors calibrated, readings normal.",No Fault,0
25,63,2024-04-16 19:00:00,"Routine check completed, no issues found.",No Fault,0
25,70,2024-04-17 02:00:00,"operator log: shift ended, machine running smoothly.",No Fault,0
25,71,2024-04-17 03:00:00,visual inspection passed.,No Fault,0
25,74,2024-04-17 06:00:00,Vibration analysis indicates inner race fault.,Bearing Issue,2
25,76,2024-04-17 08:00:00,Visual inspection passed.,No Fault,0
25,80,2024-04-17 12:00:00,system operating within normal parameters.,No Fault,0
25,85,2024-04-17 17:00:00,"routine check completed, no issues found.",No Fault,0
